,streams_ix_x,album_artist,os,p_os,streams_ix_y,access,p_access,streams_ix,country,p_country,p_avg
5468,506,Annalisa Hobbs,iOS,2.19015641493315e-05,506,free,2.482828706500323e-07,506,58,0.0038313161015276023,0.0012844886495158613
10405,285,Wiley Lockwood,iOS,1.54544571678761e-08,285,free,2.5961877915669186e-05,285,16,0.0038434238401233055,0.0012898003908320475
11073,2142,Myriam Glover,Browser,0.0,2142,free,0.0,2142,9,0.003874024967091721,0.0012913416556972403
4220,2208,David Hoyt,Windows,0.0038385361,2208,premium,3.0944514453206316e-12,2208,15,3.6320554369170725e-05,0.0012916188858212074
5111,2235,Birdie Sisk,Mac,1.54726880870804e-77,2235,premium,3.4798637431197796e-32,2235,8,0.0038838592643144617,0.0012946197547714872
5115,2235,Birdie Sisk,iOS,3.27561099229457e-30,2235,premium,3.4798637431197796e-32,2235,8,0.0038838592643144617,0.0012946197547714872
10051,250,Alfredia Graves,iOS,3.644632519700599e-119,250,premium,3.767830056949079e-43,250,44,0.0039018856007463796,0.0013006285335821265
1664,357,Kyla Edwards,Windows,6.07513825680186e-35,357,premium,1.1064824498027865e-37,357,14,0.0039168905534783145,0.0013056301844927714
1676,357,Kyla Edwards,Mac,1.45064358146577e-48,357,premium,1.1064824498027865e-37,357,14,0.0039168905534783145,0.0013056301844927714
8481,1166,Vincent Griffith,iOS,2.38729300754581e-09,1166,free,0.0028768939989018984,1166,3,0.0010457157452287008,0.0013075373771412023
8368,381,Tanesha Paige,Android,0.003936585,381,premium,1.728973659864929e-35,381,15,6.672653333715404e-184,0.0013121950000000002
8374,381,Tanesha Paige,Android,0.003936585,381,premium,1.728973659864929e-35,381,11,8.709413991944785e-92,0.0013121950000000002
8370,381,Tanesha Paige,Android,0.003936585,381,premium,1.728973659864929e-35,381,5,1.8934046797611752e-23,0.0013121950000000002
8371,381,Tanesha Paige,Android,0.003936585,381,premium,1.728973659864929e-35,381,22,2.375609493886642e-40,0.0013121950000000002
8372,381,Tanesha Paige,Android,0.003936585,381,premium,1.728973659864929e-35,381,59,4.873705317083185e-251,0.0013121950000000002
8556,1858,Willa Dodge,iOS,1.74751458310515e-16,1858,premium,2.116722082246867e-34,1858,8,0.003937935691274703,0.0013126452304249591
10246,1128,Nelda Mcrae,iOS,6.53803709461211e-23,1128,premium,1.7257832985591086e-12,1128,8,0.003940845053680537,0.0013136150184687734
8369,381,Tanesha Paige,Android,0.003936585,381,premium,1.728973659864929e-35,381,28,4.937028810094842e-06,0.0013138406762700317
6885,201,Vivan Jansen,Android,1.0435434938937799e-32,201,premium,1.0425948272730009e-13,201,7,0.003954812337313208,0.0013182707791391558
7328,801,Taunya Rowan,Android,1.79085916070207e-14,801,premium,1.7947275899518948e-10,801,45,0.004009565843895356,0.0013365220077953413
10228,2319,Carmon Burton,iOS,2.7293701910135398e-24,2319,premium,1.311140821192361e-21,2319,44,0.004018614240567964,0.0013395380801893215
11249,1884,Ilene Scott,Browser,0.0,1884,free,0.0,1884,43,0.004031219463551329,0.0013437398211837764
3985,1083,Edward Carmona,other,2.6673036057426294e-67,1083,premium,2.755030672259837e-36,1083,23,0.004046235853264625,0.0013487452844215418
3973,1083,Edward Carmona,Mac,1.52163619671874e-34,1083,premium,2.755030672259837e-36,1083,23,0.004046235853264625,0.0013487452844215418
2306,1540,Queenie Moffett,Mac,2.5084549935933903e-48,1540,premium,1.9952034107184714e-19,1540,45,0.004060522393619624,0.0013535074645398748
2296,1540,Queenie Moffett,Windows,5.324301894987059e-16,1540,premium,1.9952034107184714e-19,1540,45,0.004060522393619624,0.0013535074645400524
4226,2208,David Hoyt,Windows,0.0038385361,2208,premium,3.0944514453206316e-12,2208,23,0.0002220136478721716,0.0013535165836555411
3422,2177,Juana Avila,iOS,0.0040737207,2177,free,5.86514094098842e-17,2177,59,1.3275562892617127e-131,0.0013579069000000197
3421,2177,Juana Avila,iOS,0.0040737207,2177,free,5.86514094098842e-17,2177,3,6.472430664990191e-08,0.0013579284747689028
1938,76,Kenneth Collins,Windows,4.259195142214079e-25,76,free,0.004074582429131947,76,15,0.0,0.0013581941430439823
5372,1247,Lillie Glass,Mac,3.66556864514182e-21,1247,premium,1.4945566967385488e-49,1247,23,0.0040770679079385145,0.0013590226359795048
5376,1247,Lillie Glass,iOS,3.93853375489844e-16,1247,premium,1.4945566967385488e-49,1247,23,0.0040770679079385145,0.001359022635979636
11229,1794,Kandis Funk,Browser,0.0,1794,free,0.0,1794,22,0.004093638861078009,0.0013645462870260031
5535,1550,Antonia Worrell,Mac,4.9829229506287505e-11,1550,premium,9.566234863405643e-10,1550,8,0.00411277741877312,0.0013709261417419452
5539,1550,Antonia Worrell,iOS,2.61911396936644e-07,1550,premium,9.566234863405643e-10,1550,8,0.00411277741877312,0.001371013428931181
5930,1940,Ellsworth Mercado,Mac,0.0041301534,1940,premium,1.2366200097876867e-17,1940,44,2.602115574700812e-221,0.0013767178000000041
4029,807,Sanora Zamora,Windows,0.0008656102,807,free,0.0028666905079205163,807,4,0.0003992894511861933,0.0013771967197022366
5926,603,Tabetha Colvin,Mac,0.0041053296,603,free,4.162186865597317e-05,603,29,5.02414646121297e-10,0.0013823173236902065
5391,1924,Valencia Rose,Mac,2.89179597777695e-19,1924,premium,5.5684243814408796e-15,1924,40,0.004182883671560953,0.0013942945571888403
5399,1924,Valencia Rose,iOS,2.1128875759526995e-17,1924,premium,5.5684243814408796e-15,1924,40,0.004182883671560953,0.0013942945571888473
9376,766,Dulce Rivera,other,3.93830862062558e-28,766,premium,1.0466488564300468e-81,766,44,0.004229405410572069,0.001409801803524023
9379,766,Dulce Rivera,iOS,3.43205631396775e-10,766,premium,1.0466488564300468e-81,766,44,0.004229405410572069,0.0014098019179259
4248,820,Bridget Guerrero,Windows,0.0042528984999999995,820,premium,0.0,820,59,1.4237312873005912e-122,0.0014176328333333332
8364,417,Rolanda Castle,Android,0.0038239255,417,free,0.0004543150257066089,417,59,2.6848168535142056e-34,0.001426080175235536
8365,417,Rolanda Castle,Android,0.0038239255,417,free,0.0004543150257066089,417,23,2.0439007432324594e-05,0.0014328931777129776
9595,353,Jazmine Fowler,other,0.0043157375,353,premium,4.937171683851869e-13,353,59,6.984517607604894e-20,0.0014385791668312389
9596,353,Jazmine Fowler,other,0.0043157375,353,premium,4.937171683851869e-13,353,8,1.1800914014806897e-12,0.0014385791672246028
8211,1123,Abdul Ogle,iOS,0.0043230139,1123,free,6.881328259893051e-13,1123,59,0.0,0.001441004633562711
8363,1790,Jake Joiner,iOS,0.0043542186,1790,premium,1.610062449477234e-27,1790,52,1.1972073196426282e-174,0.0014514062
2993,319,Marianela Rhodes,Windows,1.68708113779094e-08,319,premium,2.0592463359319324e-10,319,23,0.004356976131495762,0.001452331069410591
8397,1718,Bong Kirby,Android,0.0043615903,1718,premium,3.725476611884257e-25,1718,52,6.064446071768855e-144,0.0014538634333333333
8029,21,Darin Carnes,iOS,1.06564055178806e-06,21,premium,1.3897134793926318e-14,21,37,0.0043753782434725,0.0014588146280127285
5934,496,Vernice Dove,Mac,0.0043793836,496,premium,2.0821864003820115e-54,496,44,3.391595886394662e-50,0.0014597945333333334
5932,496,Vernice Dove,Mac,0.0043793836,496,premium,2.0821864003820115e-54,496,15,8.209748306773134e-11,0.001459794560699161
5935,496,Vernice Dove,Mac,0.0043793836,496,premium,2.0821864003820115e-54,496,16,1.1063201560574509e-09,0.0014597949021067187
5933,496,Vernice Dove,Mac,0.0043793836,496,premium,2.0821864003820115e-54,496,52,8.096020630172376e-09,0.0014597972320068767
8020,21,Darin Carnes,Android,4.62437782141663e-06,21,premium,1.3897134793926318e-14,21,37,0.0043753782434725,0.001460000873769271
5937,496,Vernice Dove,Mac,0.0043793836,496,premium,2.0821864003820115e-54,496,9,6.639988554988064e-07,0.0014600158662851663
8400,375,Johnetta Hoskins,Android,0.0044010382,375,premium,9.856147491048518e-10,375,41,2.2973754060156814e-20,0.0014670130618715832
8399,375,Johnetta Hoskins,Android,0.0044010382,375,premium,9.856147491048518e-10,375,59,3.3590613824614086e-22,0.0014670130618715832
9099,1530,Duncan Zepeda,other,2.326082272519789e-210,1530,premium,2.055221223458949e-180,1530,53,0.004403971768729569,0.001467990589576523
9113,1530,Duncan Zepeda,iOS,5.2271466411055e-10,1530,premium,2.055221223458949e-180,1530,53,0.004403971768729569,0.0014679907638147445
10531,1316,Joeann Stanton,iOS,0.0044075,1316,premium,2.5195225932195097e-12,1316,52,1.0411759968514938e-54,0.0014691666675065076
8401,375,Johnetta Hoskins,Android,0.0044010382,375,premium,9.856147491048518e-10,375,23,8.181819798001012e-06,0.0014697403351375835
10403,285,Wiley Lockwood,iOS,1.54544571678761e-08,285,free,2.5961877915669186e-05,285,40,0.004389112291471955,0.0014716965412815972
4252,1294,Bill Starkey,Windows,0.0044289117,1294,premium,0.0,1294,59,0.0,0.0014763038999999999
8967,453,Blake Huber,other,0.0,453,premium,0.0,453,57,0.00446774308715188,0.0014892476957172934
8406,1228,Ginger Kidd,Android,0.0044956041,1228,premium,3.0532463646593757e-205,1228,44,4.8714621557571125e-76,0.0014985347
8405,1228,Ginger Kidd,Android,0.0044956041,1228,premium,3.0532463646593757e-205,1228,52,0.0,0.0014985347
8409,2122,Shasta Hahn,Android,0.0045107355,2122,premium,5.2417482010321136e-114,2122,52,0.0,0.0015035785
8413,2248,Tequila Curtis,Android,0.0045149628,2248,premium,2.097000266682209e-31,2248,59,0.0,0.0015049876000000002
8411,2248,Tequila Curtis,Android,0.0045149628,2248,premium,2.097000266682209e-31,2248,48,1.7939508003682443e-38,0.0015049876000000002
8412,2248,Tequila Curtis,Android,0.0045149628,2248,premium,2.097000266682209e-31,2248,3,4.542260326428718e-16,0.0015049876000001515
9522,1955,Charise Fugate,iOS,0.001140804,1955,free,1.0423783631899848e-10,1955,23,0.003392886652450836,0.0015112302522295572
4722,1299,Loreen Haley,Mac,0.0045540836,1299,premium,4.780635073700097e-12,1299,52,3.1842520243003875e-165,0.0015180278682602117
4724,1299,Loreen Haley,Mac,0.0045540836,1299,premium,4.780635073700097e-12,1299,41,1.1049518938580708e-08,0.0015180315514331912
8421,913,Shenna Gunn,Android,0.0045690169,913,free,2.662861633172307e-38,913,59,0.0,0.0015230056333333335
8420,913,Shenna Gunn,Android,0.0045690169,913,free,2.662861633172307e-38,913,17,1.1794177204610172e-15,0.0015230056333337266
2193,1842,Doreatha Goss,Windows,4.02176306811307e-18,1842,free,0.00460403389477578,1842,15,8.558221973265832e-68,0.0015346779649252614
3420,2177,Juana Avila,iOS,0.0040737207,2177,free,5.86514094098842e-17,2177,49,0.000531309685888871,0.0015350101286296432
10859,392,Kaye Randall,Browser,0.0,392,free,0.0,392,32,0.004634039447837421,0.001544679815945807
4723,1299,Loreen Haley,Mac,0.0045540836,1299,premium,4.780635073700097e-12,1299,16,8.235049914036707e-05,0.001545478034640334
10346,944,Chang Carson,iOS,7.474763260510831e-14,944,premium,3.0833243703501548e-12,944,8,0.0046403706412962535,0.0015467902148181085
5105,111,Raleigh Meredith,iOS,1.2456170943767694e-185,111,premium,6.151348382449316e-52,111,53,0.004649048108054364,0.001549682702684788
5093,111,Raleigh Meredith,Mac,6.805548547171918e-80,111,premium,6.151348382449316e-52,111,53,0.004649048108054364,0.001549682702684788
8104,1988,Thanh Francis,iOS,4.30497561867649e-07,1988,free,1.079051374401531e-10,1988,3,0.004654957564535662,0.0015517960566675554
8096,1988,Thanh Francis,Android,1.5134262325838199e-05,1988,free,1.079051374401531e-10,1988,3,0.004654957564535662,0.0015566973115888792
86,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,52,0.0,0.0015609900727461571
87,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,44,0.0,0.0015609900727461571
85,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,49,3.3877162015705424e-165,0.0015609900727461571
84,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,2,3.79183546776945e-131,0.0015609900727461571
83,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,21,8.14495832769272e-118,0.0015609900727461571
109,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,44,0.0,0.0015609900727461571
81,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,15,0.0,0.0015609900727461571
108,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,52,0.0,0.0015609900727461571
107,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,49,3.3877162015705424e-165,0.0015609900727461571
106,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,2,3.79183546776945e-131,0.0015609900727461571
105,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,21,8.14495832769272e-118,0.0015609900727461571
104,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,28,9.546435748811773e-35,0.0015609900727461571
103,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,15,0.0,0.0015609900727461571
82,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,28,9.546435748811773e-35,0.0015609900727461571
111,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,14,3.182956346772994e-14,0.001560990072756767
89,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,14,3.182956346772994e-14,0.001560990072756767
113,2134,Irving Langston,Android,0.0,2134,basic-desktop,0.004682970218238471,2134,9,2.922175107138239e-07,0.001561087478583062
91,2134,Irving Langston,Windows,0.0,2134,basic-desktop,0.004682970218238471,2134,9,2.922175107138239e-07,0.001561087478583062
3961,1083,Edward Carmona,Windows,0.0006590103,1083,premium,2.755030672259837e-36,1083,23,0.004046235853264625,0.0015684153844215418
4284,1214,Annett Madden,Windows,0.0047463341,1214,premium,8.785785608673198e-09,1214,52,5.6093923571136066e-42,0.0015821142952618696
6153,1351,Wen Ivy,Android,0.0,1351,free,2.8750589301303928e-25,1351,11,0.0047601961085471075,0.0015867320361823692
5944,320,Lawanna Piper,Mac,0.0047654592,320,premium,1.248351129354e-312,320,52,0.0,0.0015884864
8424,1585,Fannie Pease,Android,0.0047684755,1585,premium,1.3930649616167226e-126,1585,52,0.0,0.0015894918333333333
8740,1096,Shayla Bowie,other,0.0,1096,premium,0.0,1096,17,0.004771605307257138,0.001590535102419046
2289,639,Danna Kenny,other,6.696783457927328e-159,639,premium,3.0168747405488196e-53,639,9,0.004776680634340748,0.0015922268781135825
2271,639,Danna Kenny,Mac,3.740220318627759e-129,639,premium,3.0168747405488196e-53,639,9,0.004776680634340748,0.0015922268781135825
2253,639,Danna Kenny,Windows,1.0024551390884302e-16,639,premium,3.0168747405488196e-53,639,9,0.004776680634340748,0.001592226878113616
9599,1637,Alexander Fulton,other,0.0048107897,1637,premium,2.524337749902092e-30,1637,45,3.424120194089056e-30,0.0016035965666666666
9603,1637,Alexander Fulton,other,0.0048107897,1637,premium,2.524337749902092e-30,1637,57,9.441141375714163e-13,0.0016035965669813712
9604,1637,Alexander Fulton,other,0.0048107897,1637,premium,2.524337749902092e-30,1637,59,4.23364913952354e-12,0.001603596568077883
9602,1637,Alexander Fulton,other,0.0048107897,1637,premium,2.524337749902092e-30,1637,3,4.2758377257379246e-10,0.0016035967091945907
9600,1637,Alexander Fulton,other,0.0048107897,1637,premium,2.524337749902092e-30,1637,15,3.824137763377336e-08,0.0016036093137925447
1908,261,Lawerence Carrasco,Windows,4.0462213044617196e-26,261,premium,1.0657016100369033e-09,261,40,0.004811809890752232,0.001603936985484614
5514,1770,Polly Carroll,iOS,3.9113598719653275e-218,1770,premium,1.7027342281485546e-88,1770,28,0.004822918373257697,0.0016076394577525658
5501,1770,Polly Carroll,Mac,2.2418706646162102e-14,1770,premium,1.7027342281485546e-88,1770,28,0.004822918373257697,0.0016076394577600385
3411,67,Dora Mcnally,Android,6.475212269087231e-09,67,premium,4.38289778249028e-11,67,2,0.004822998610093532,0.0016076683763782598
3403,67,Dora Mcnally,Mac,2.2517384066896802e-07,67,premium,4.38289778249028e-11,67,2,0.004822998610093532,0.0016077412759210596
3395,67,Dora Mcnally,Windows,2.25677105872818e-06,67,premium,4.38289778249028e-11,67,2,0.004822998610093532,0.001608418474993746
10406,285,Wiley Lockwood,iOS,1.54544571678761e-08,285,free,2.5961877915669186e-05,285,43,0.004805399472463643,0.0016104589349454931
8719,247,Lavelle Barksdale,other,0.0,247,premium,0.0,247,30,0.004840531428785441,0.0016135104762618135
4601,877,Myrtis Daugherty,Mac,6.68889243212317e-13,877,premium,1.0153796410361482e-24,877,22,0.0048801918998339616,0.0016267306335009503
4599,877,Myrtis Daugherty,Mac,6.68889243212317e-13,877,basic-desktop,3.6855266954970714e-30,877,22,0.0048801918998339616,0.0016267306335009503
4605,877,Myrtis Daugherty,other,2.3619900431127002e-08,877,premium,1.0153796410361482e-24,877,22,0.0048801918998339616,0.001626738506578131
4603,877,Myrtis Daugherty,other,2.3619900431127002e-08,877,basic-desktop,3.6855266954970714e-30,877,22,0.0048801918998339616,0.001626738506578131
7334,1053,Jacelyn Jones,Android,2.4472109174898898e-14,1053,free,1.834705101110004e-121,1053,40,0.00488229615827091,0.0016274320527651272
7340,1053,Jacelyn Jones,iOS,5.03731336122606e-08,1053,free,1.834705101110004e-121,1053,40,0.00488229615827091,0.0016274488438015073
8705,930,Mauricio Mcgee,other,0.0,930,premium,0.0,930,26,0.004888296274498512,0.001629432091499504
11208,124,Lindsey Stanford,Browser,0.0,124,free,0.0,124,2,0.004902545050652437,0.0016341816835508123
4285,1271,Meryl Diamond,Windows,0.0049107242,1271,premium,1.2421334954742155e-20,1271,59,1.0473159541357055e-95,0.0016369080666666666
4259,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,1,2.183482510042838e-50,0.001644779566218015
4262,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,20,4.913886930847665e-91,0.001644779566218015
4264,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,10,1.8010731119982413e-29,0.001644779566218015
4254,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,32,5.730833105738928e-20,0.001644779566218015
4257,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,40,4.954281200422489e-89,0.001644779566218015
4256,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,47,2.523465885869734e-26,0.001644779566218015
4255,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,12,2.2533610931568014e-13,0.001644779566293127
4267,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,25,1.3078683761935638e-09,0.0016447800021741404
4258,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,18,4.0776366162331756e-07,0.0016449154874385561
4266,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,11,8.717120541802482e-07,0.0016450701369027417
5942,496,Vernice Dove,iOS,2.43866230606772e-28,496,premium,2.0821864003820115e-54,496,23,0.0049361342976971,0.0016453780992323665
11253,1849,Kaye Combs,Browser,0.0,1849,free,0.0,1849,32,0.004938311861250927,0.001646103953750309
1429,2071,Morris Stovall,Windows,6.62473933738209e-43,2071,free,1.7063416559766812e-283,2071,30,0.004941778800939835,0.0016472596003132783
1465,2071,Morris Stovall,other,1.3376659320276695e-115,2071,free,1.7063416559766812e-283,2071,30,0.004941778800939835,0.0016472596003132783
1447,2071,Morris Stovall,Android,2.69645970378266e-09,2071,free,1.7063416559766812e-283,2071,30,0.004941778800939835,0.0016472604991331797
2006,2081,Vannessa Holman,Android,1.14548622737097e-32,2081,free,3.040055845755027e-19,2081,19,0.004946046940275551,0.0016486823134251836
2014,2081,Vannessa Holman,iOS,4.525744405322049e-60,2081,free,3.040055845755027e-19,2081,19,0.004946046940275551,0.0016486823134251836
1998,2081,Vannessa Holman,Windows,5.60511761843616e-22,2081,free,3.040055845755027e-19,2081,19,0.004946046940275551,0.0016486823134251836
4263,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,43,1.5312454346307446e-05,0.001649883717666784
4293,558,Lael Terry,Windows,0.0049764805,558,premium,2.7981226093433525e-21,558,7,2.1866020478224588e-34,0.0016588268333333333
4287,558,Lael Terry,Windows,0.0049764805,558,premium,2.7981226093433525e-21,558,15,6.705563248182668e-118,0.0016588268333333333
4288,558,Lael Terry,Windows,0.0049764805,558,premium,2.7981226093433525e-21,558,21,1.1862561971135273e-15,0.0016588268333337288
4294,558,Lael Terry,Windows,0.0049764805,558,premium,2.7981226093433525e-21,558,9,5.586621756810607e-08,0.001658845455405856
1915,261,Lawerence Carrasco,other,0.0001751387,261,premium,1.0657016100369033e-09,261,40,0.004811809890752232,0.0016623165521512807
4311,1650,Johnnie Torres,Windows,0.0049937357,1650,premium,9.725783918832783e-17,1650,52,2.4168987623115835e-209,0.001664578566666699
8760,1096,Shayla Bowie,iOS,0.0002441608,1096,premium,0.0,1096,17,0.004771605307257138,0.0016719220357523793
8288,854,Erlene Castillo,Android,0.0019015522,854,free,7.299860748249436e-14,854,45,0.003146917798866931,0.0016828233329799767
3222,884,Kristin Vernon,Android,4.71427574110807e-39,884,premium,8.668119193120453e-11,884,12,0.005060646519744715,0.001686882202141969
3241,884,Kristin Vernon,iOS,8.052219635530999e-25,884,premium,8.668119193120453e-11,884,12,0.005060646519744715,0.001686882202141969
3203,884,Kristin Vernon,Windows,2.8207807629394897e-07,884,premium,8.668119193120453e-11,884,12,0.005060646519744715,0.0016869762281674005
893,1626,Jarrod Mcmanus,Windows,1.9093510416297993e-92,1626,premium,4.323917951413496e-30,1626,30,0.0050717695793113604,0.0016905898597704536
902,1626,Jarrod Mcmanus,Android,7.47523054525578e-06,1626,premium,4.323917951413496e-30,1626,30,0.0050717695793113604,0.0016930816032855386
4635,483,Echo Boston,Android,4.35835166676339e-28,483,free,0.005093480739210368,483,21,0.0,0.0016978269130701227
4326,1073,Marianela Browning,Windows,0.0050971441,1073,free,3.102664710087986e-10,1073,22,7.455234113704851e-198,0.0016990481367554905
4323,1073,Marianela Browning,Windows,0.0050971441,1073,free,3.102664710087986e-10,1073,32,6.476377194579751e-63,0.0016990481367554905
4324,1073,Marianela Browning,Windows,0.0050971441,1073,free,3.102664710087986e-10,1073,15,1.327327910002847e-22,0.0016990481367554905
4325,1073,Marianela Browning,Windows,0.0050971441,1073,free,3.102664710087986e-10,1073,4,6.515713987670191e-12,0.0016990481389273953
4328,1073,Marianela Browning,Windows,0.0050971441,1073,free,3.102664710087986e-10,1073,9,2.6624922519479372e-11,0.0016990481456304648
8906,1618,Mabelle Leary,other,0.0,1618,premium,0.0,1618,28,0.0050975235038844685,0.0016991745012948228
10857,671,Erminia Helms,Browser,0.0,671,free,0.0,671,9,0.005100805219096329,0.0017002684063654428
5948,22,Lissette Helm,Mac,0.005110516,22,premium,9.943362248223087e-18,22,52,2.057756246597608e-45,0.0017035053333333365
5946,22,Lissette Helm,Mac,0.005110516,22,premium,9.943362248223087e-18,22,32,1.0111464741500532e-13,0.0017035053333670413
4260,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,22,0.0001762301327189017,0.001703522943790982
4289,558,Lael Terry,Windows,0.0049764805,558,premium,2.7981226093433525e-21,558,2,0.00013578981612921503,0.001704090105376405
10532,798,Herma Bryan,iOS,0.0051222193,798,premium,9.227963146877864e-17,798,52,1.557984065988688e-83,0.0017074064333333638
11055,65,Shaunte Easley,Browser,0.0,65,free,0.0,65,9,0.005133907291204025,0.0017113024304013418
4317,1111,Izola Knowles,Windows,0.0050971441,1111,free,4.3685928111799104e-05,1111,7,9.0025146806636e-16,0.0017136100093708998
4316,1111,Izola Knowles,Windows,0.0050971441,1111,free,4.3685928111799104e-05,1111,41,6.3332594459788636e-15,0.001713610009372711
4315,1111,Izola Knowles,Windows,0.0050971441,1111,free,4.3685928111799104e-05,1111,59,1.3158416347502801e-10,0.0017136100532319876
10824,414,Magdalen Tuttle,Browser,0.0,414,free,0.0,414,50,0.005146563904174929,0.001715521301391643
4100,1990,Talisha Benavides,iOS,0.0047356315,1990,free,0.00042479148908446465,1990,32,4.2017761830106616e-78,0.0017201409963614883
4250,722,Elfrieda Shearer,Windows,0.0042795832,722,free,0.0008999457304690572,722,21,0.0,0.0017265096434896856
4261,524,Maryanna Croft,Windows,0.0045724704,524,free,0.0003618682986540453,524,59,0.0002457355954010272,0.001726691431351691
4313,1111,Izola Knowles,Windows,0.0050971441,1111,free,4.3685928111799104e-05,1111,40,4.822368846055808e-05,0.0017296845721907856
10480,321,Laurette Laws,iOS,2.19677159636274e-05,321,free,0.005190485935002706,321,52,5.0493326270747993e-26,0.001737484550322111
10481,321,Laurette Laws,iOS,2.19677159636274e-05,321,free,0.005190485935002706,321,44,3.9691573426829936e-18,0.0017374845503221126
7660,1142,Cecille Mcdonald,iOS,0.0052139962,1142,premium,2.3596603721987266e-19,1142,52,2.934548003883179e-235,0.0017379987333333334
11181,1743,Kimberely Hutchison,Browser,0.0,1743,free,0.0,1743,4,0.005214649311625468,0.0017382164372084891
9032,308,Haley Fitzgerald,other,0.0,308,premium,0.0,308,33,0.005218666338949145,0.0017395554463163817
9043,308,Haley Fitzgerald,iOS,5.724873067860821e-07,308,premium,0.0,308,33,0.005218666338949145,0.0017397462754186438
8426,2155,Hellen Boucher,Android,0.0049584249,2155,free,0.00026089753580573323,2155,58,5.771793404204532e-21,0.001739774145268578
8427,2155,Hellen Boucher,Android,0.0049584249,2155,free,0.00026089753580573323,2155,29,2.1577139084635913e-14,0.0017397741452757703
9116,1785,Genia Mosher,other,1.986738739789129e-200,1785,premium,4.975931784936987e-62,1785,58,0.005244372044343538,0.0017481240147811793
9145,1785,Genia Mosher,iOS,5.404210253001861e-09,1785,premium,4.975931784936987e-62,1785,58,0.005244372044343538,0.001748125816184597
5951,775,Dante Alaniz,Mac,0.0052559985,775,premium,9.867710478341702e-138,775,8,3.049335045227523e-44,0.0017519995000000001
5949,775,Dante Alaniz,Mac,0.0052559985,775,premium,9.867710478341702e-138,775,52,4.222914395e-315,0.0017519995000000001
5950,775,Dante Alaniz,Mac,0.0052559985,775,premium,9.867710478341702e-138,775,59,4.590607607798235e-13,0.0017519995001530203
8704,930,Mauricio Mcgee,other,0.0,930,premium,0.0,930,2,0.005259516522853685,0.0017531721742845617
8899,1623,Lakeesha Newcomb,other,0.0,1623,premium,0.0,1623,43,0.00527311523016826,0.0017577050767227534
2900,1114,Paz Dorsey,Windows,2.5747733346981e-09,1114,free,0.005291342318773422,1114,7,4.657242626354349e-27,0.0017637816311822522
2897,1114,Paz Dorsey,Windows,2.5747733346981e-09,1114,free,0.005291342318773422,1114,3,1.2248083051665531e-21,0.0017637816311822522
2898,1114,Paz Dorsey,Windows,2.5747733346981e-09,1114,free,0.005291342318773422,1114,16,3.941065931666821e-11,0.0017637816443191387
2903,1114,Paz Dorsey,Android,3.35084579518656e-09,1114,free,0.005291342318773422,1114,3,1.2248083051665531e-21,0.0017637818898730724
2906,1114,Paz Dorsey,Android,3.35084579518656e-09,1114,free,0.005291342318773422,1114,7,4.657242626354349e-27,0.0017637818898730724
2904,1114,Paz Dorsey,Android,3.35084579518656e-09,1114,free,0.005291342318773422,1114,16,3.941065931666821e-11,0.001763781903009959
2899,1114,Paz Dorsey,Windows,2.5747733346981e-09,1114,free,0.005291342318773422,1114,59,8.209494282846029e-09,0.0017637843676803465
